id,name,artists,album,release_date,energy,danceability,popularity,keywords
4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")",8/14/23,0.845,0.575,74,"['hai', 'ho', 'chaleya', 'main', 'song', 'dil', 'tere', 'ke', 'tera', 'gaya']"
5QW9K4A1gMnIi94YUxtsfM,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",5/16/23,0.552,0.556,68,"['tu', 'zara', 'hi', 'phir', 'aur', 'kya', 'chaahiye', 'hatke', 'bachke', 'chahiye']"
6FAYpZ4jve8vpvTwUvjK6H,Jhoome Jo Pathaan,"Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",Pathaan,12/22/22,0.738,0.817,66,"['pathaan', 'jhoome', 'jo', 'song', 'mp3', 'vishalshekhar', 'download', 'songs', 'music', 'hindi']"
432leZkBmxF6si4ftPOOdn,Ghar More Pardesiya (Kalank),"Pritam, Shreya Ghoshal",Kalank (Original Motion Picture Soundtrack),4/14/19,0.982,0.703,53,"['ghar', 'pardesiya', 'song', 'mp3', 'pritam', 'download', 'songs', 'music', 'kalank', 'original']"
7ttlemwytO21npSmLKqTBg,Aashiyan,"Pritam, Shreya Ghoshal, Nikhil Paul George",Barfi! (Original Motion Picture Soundtrack),6/24/12,0.622,0.829,55,"['ààààà', 'aashiyan', 'barfi', 'song', 'ààààà¾à', 'mp3', 'pritam', 'download', 'songs', 'music']"
5FLgOuLoVwwUUF7IL36Lux,Apna Time Aayega,"DIVINE, Ranveer Singh, Dub Sharma",Gully Boy (Original Motion Picture Soundtrack),1/24/19,0.618,0.766,52,"['apna', 'time', 'aayega', 'song', 'à', 'àªàà¾', 'àà¾àà', 'àààà¾', 'mp3', 'ranveer']"
4ZTx87kAgEwlPMzoojFZWg,Tera Yaar Hoon Main,"Rochak Kohli, Arijit Singh",Sonu Ke Titu Ki Sweety,2/14/18,0.541,0.559,66,"['main', 'hoon', 'yaar', 'tera', 'song', 'tu', 'hellip', 'hai', 'toh', 'mp3']"
7fpWJr5shT90KiCHXKHxch,Phir Le Aya Dil - Reprise,"Pritam, Arijit Singh",Barfi! (Original Motion Picture Soundtrack),6/24/12,0.543,0.237,65,"['phir', 'le', 'aya', 'dil', 'barfi', 'reprise', 'song', 'mp3', 'pritam', 'download']"
5R8Tc8molt3mbSaqZ77dby,"Shaabaashiyaan - From ""Mission Mangal""","Shilpa Rao, Anand Bhaskar, Abhijeet Srivastava",Mission Mangal (Original Motion Picture Soundtrack),9/12/19,0.542,0.453,52,"['shaabaashiyaan', 'song', 'àà¾àà¾àààà¾à', 'mp3', 'shilpa', 'rao', 'download', 'songs', 'music', 'independence']"
44s89Uq1jWns9mlzIa5sXb,Panchhi Soor Main Gaate Hain,Udit Narayan,Sirf Tum,3/12/99,0.743,0.752,45,"['hai', 'hain', 'gaate', 'ye', 'panchhi', 'soor', 'main', 'song', 'ho', 'jaise']"
7fdD5f9p25QUYYJ1RmGJvg,Are Are Are,"KK, G. Sahithi",Makkhi,10/6/12,0.405,0.663,42,"['kaise', 'kab', 'kahan', 'ho', 'gaya', 'jane', 'iqrar', 'song', 'hum', 'hi']"
6B4YLHWkyJxoDuiYsZAysD,Thoda Hans Ke,Anuj Gurwara,Makkhi,10/6/12,0.644,0.45,23,"['ru', 'thoda', 'ke', 'hans', 'tu', 'song', 'hai', 'jo', 'kahe', 'ra']"
4blqlsA1uf2d2I40E90EUC,"Tere Hawaale (From ""Laal Singh Chaddha"")","Pritam, Arijit Singh, Shilpa Rao","Tere Hawaale (From ""Laal Singh Chaddha"")",8/4/22,0.522,0.589,71,"['tere', 'hawaale', 'song', 'bhi', 'hai', 'tera', 'kar', 'diya', 'mera', 'tu']"
5HGXuAy0YA1GBRkAny0cvV,Prem Ratan Dhan Payo,Palak Muchhal,Prem Ratan Dhan Payo,10/10/15,0.922,0.451,49,"['payo', 'prem', 'ratan', 'dhan', 'song', 'àªàààà', 'ààà', 'àà', 'àªà¾àà', 'ki']"
28Rpdw01WjsAKer8ZuEwo6,Jalte Diye,"Anweshaa, Vineet Singh, Harshdeep Kaur, Shabab Sabri",Prem Ratan Dhan Payo,10/10/15,0.608,0.581,52,"['mein', 'diye', 'saaye', 'jalte', 'song', 'hain', 'tere', 'aaja', 'jal', 'bitani']"
7Bnc9gWHdjZAmjSuTY42CJ,Aashiqui Aa Gayi,"Mithoon, Arijit Singh",Radhe Shyam,3/12/22,0.495,0.527,50,"['ho', 'gayi', 'aa', 'aashiqui', 'hindi', 'song', 'ke', 'humein', 'songs', 'download']"
5EqebeDhCvMolO1FovpaDx,Dulhan Hum Le Jayenge,"Alka Yagnik, Kumar Sanu, Sunita Rao",Dulhan Hum Le Jayenge - Original Motion Picture Soundtrack,1/15/00,0.952,0.515,41,"['dulhan', 'hum', 'le', 'jayenge', 'original', 'motion', 'picture', 'soundtrack', 'songs', 'album']"
1ehcL8Z83KH6IFPioCiaQ9,Hai Na Bolo,"Alka Yagnik, Kumar Sanu",Dulhan Hum Le Jayenge - Original Motion Picture Soundtrack,1/15/00,0.829,0.381,38,"['hai', 'na', 'bolo', 'gaya', 'ho', 'hote', 'song', 'à¹à', 'àà¾', 'ààà²à']"
5Ggb9pKiKcr5vNV9v1e1vs,"Tumhare Hi Rahenge Hum (From ""Stree 2"")","Sachin-Jigar, Shilpa Rao, Varun Jain, Amitabh Bhattacharya","Tumhare Hi Rahenge Hum (From ""Stree 2"")",8/6/24,0.516,0.674,67,"['tumhare', 'hi', 'rahenge', 'hum', 'stree', '2', 'song', 'mp3', 'sachinjigar', 'download']"
2IuSvQi2TPRP6PC39ZEwiR,Shunya Se Alakh Tak,Physics Wallah,Shunya Se Alakh Tak,4/14/23,0.789,0.764,21,"['shunya', 'se', 'alakh', 'tak', 'song', 'mp3', 'physics', 'wallah', 'download', 'songs']"
1o8YPl0hyGbpRcHplXNvsm,"Khoobsurat (From ""Stree 2"")","Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya","Khoobsurat (From ""Stree 2"")",8/9/24,0.584,0.596,68,"['aayi', 'nai', 'nahi', 'mein', 'stree', '2', 'song', 'kheton', 'tu', 'kaati']"
3VrzwJ3Swq9vnq6IM9trw4,Mor Bani Thanghat Kare,"Osman Mir, Aditi Paul, Siddharth - Garima",Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),10/15/13,0.815,0.569,48,"['mor', 'bani', 'thanghat', 'kare', 'song', 'mp3', 'osman', 'mir', 'download', 'songs']"
2YmXGUx32C3CUEgcAyHcGf,"Srivalli (From ""Pushpa - The Rise"")(Telugu)","Devi Sri Prasad, Sid Sriram, Chandra Bose","Srivalli (From ""Pushpa - The Rise"")(Telugu)",10/13/21,0.581,0.82,56,"['01', 'à', 'àààà', 'pushpa', 'rise', 'part', 'mashupremix', 'dj', 'abhi', 'india']"
2cDyQDAoP0cPQXzaviXu2f,Vellake,"Bharatt-Saurabh, Yazin Nizar, Anirudh Ravichander",Vellake,5/12/23,0.626,0.652,64,"['vellake', 'song', 'mp3', 'bharattsaurabh', 'download', 'songs', 'music', 'hindi', 'english', 'bollywood']"
1nVfKKeiNFWGjCerBuQgGD,"Maangalyam - From ""Bangalore Days""","Gopi Sundar, Vijay Yesudas, Sachin Warrier, Divya S Menon",Bangalore Days,5/12/14,0.865,0.894,50,"['maangalyam', 'song', 'pinne', 'àààà²àµàà', 'thananena', 'jeevitham', 'thumthananena', 'koodu', 'thudakkam', 'mp3']"
4ra6Vnyv8wMexnhIdp3Lsb,Yaro Yarodi,"Mahalakshmi Iyer, Vaishali, Richa Sharma",Alaipayuthey (Original Motion Picture Soundtrack),12/31/00,0.299,0.83,36,"['yaro', 'yarodi', 'song', 'mp3', 'mahalakshmi', 'iyer', 'download', 'songs', 'music', 'alaipayuthey']"
36A3x0sPYGUyz24SZfjtOb,Aga Naga,"A.R. Rahman, Shakthisree Gopalan",Ponniyin Selvan Part-2 (Original Motion Picture Soundtrack),3/29/23,0.354,0.534,4,"['ponniyin', 'selvan', 'aga', 'naga', 'part2', 'song', 'mp3', 'r', 'rahman', 'download']"
0NapkeC45rszeuSgbvcjx4,Maan Meri Jaan (Afterlife),"King, Nick Jonas",Maan Meri Jaan (Afterlife),3/10/23,0.591,0.62,55,"['maan', 'meri', 'jaan', 'song', 'mp3', 'king', 'download', 'songs', 'music', 'champagne']"
7rlCMRioM2TkdhHdnXCpsr,"He’s Soo Cute (From ""Sarileru Neekevvaru"")",Madhu Priya,"He’s Soo Cute (From ""Sarileru Neekevvaru"")",12/16/19,0.801,0.82,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
1smFN2CLqGROu0J0UyvDfL,Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),2/14/20,0.468,0.483,73,"['àààà', 'shayad', 'remix', 'dj', 'chetas', 'song', 'àà¾àà', 'ààààààà', 'àà¾à', 'mp3']"
5gpjup3L76P6ZNMu44eCyG,Nenjame Nenjame,"A.R. Rahman, Vijay Yesudas, Shakthisree Gopalan",Maamannan (Original Motion Picture Soundtrack),6/1/23,0.361,0.697,54,"['nenjame', 'ààààààà', 'song', 'mp3', 'r', 'rahman', 'download', 'songs', 'music', 'maamannan']"
4BBwON1XG02S4cpYrV10u2,"Darshana - From ""Hridayam""","Hesham Abdul Wahab, Darshana Rajendran","Darshana (From ""Hridayam"")",10/25/21,0.631,0.663,55,"['darshana', 'song', 'ààµ¼àà', 'mp3', 'snehaamrutham', 'ennileku', 'hesham', 'abdul', 'wahab', 'download']"
42ON67EVCaJpihkP2U38n7,Saarattu Vandiyila,"A.R. Rahman, A. R. Reihana, Tippu, Nikhita Gandhi",Kaatru Veliyidai (Original Motion Picture Soundtrack),3/20/17,0.321,0.786,52,"['saarattu', 'vandiyila', 'song', 'àà¾ààààà', 'àµààààààà²', 'mp3', 'r', 'rahman', 'download', 'songs']"
1zfS3EZFRA6oTSu49VFaGW,"Tum Tum (From ""Enemy - Tamil"")","Thaman S, Srivardhani Kuchi, Aditi Bhavaraju, Satya Yamini, Roshini JKV, Tejaswini, Karaikudi Mani","Tum Tum (From ""Enemy - Tamil"")",9/3/21,0.761,0.741,8,"['tum', 'enemy', 'tamil', 'song', 'olaa', 'odhukku', 'ongi', 'thattikkum', 'oththigaa', 'mp3']"
2UwM1cFgYjQ4U1ntbu6vKl,Ey Sandakaara,Dhee,Irudhi Suttru,1/4/16,0.232,0.743,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3M9G4jJAgDLB9ycinua8Wo,"Kaavaalaa (From ""Jailer"")","Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj","Kaavaalaa (From ""Jailer"")",7/6/23,0.759,0.844,65,"['tu', 'aa', 'dilbara', 'rajini', 'jailer', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
1B02UI29t3PTh3m98absaP,"Naa Ready (From ""Leo"")","Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar","Naa Ready (From ""Leo"")",6/22/23,0.805,0.726,68,"['naa', 'ready', 'leo', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music']"
6NwEpX2JUWHVKWfDDfcqC4,Idhazhin Oram - The Innocence of Love,"Anirudh Ravichander, Ajesh",3 (Original Motion Picture Soundtrack),12/23/11,0.783,0.65,67,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6yvxu91deFKt3X1QoV6qMv,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",2/14/22,0.757,0.608,66,"['halamithi', 'habibo', 'pithadhae', 'tamil', 'balihabi', 'malama', 'pitha', 'arabic', 'kuthu', 'song']"
6EB454nVg2u6sbeCvWAPej,"Yaanji - From ""Vikram Vedha""","Sam C.S., Anirudh Ravichander, Shakthisree Gopalan","Yaanji (From ""Vikram Vedha"")",6/12/17,0.624,0.692,68,"['yaanji', 'oh', 'song', 'àà¾àààà', 'nenjaathiyae', 'en', 'nee', 'vandhu', 'naan', 'mp3']"
2vkNA9I029dTwX0y6d59Sc,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",4/20/22,0.717,0.827,64,"['dippam', 'dappam', 'kaathuvaakula', 'rendu', 'kaadhal', 'song', 'àààªààªàà', 'ààªààªàà', 'ààªàààà', 'àà¾àààààµà¾ààààà²']"
6TQS7URegxmcb8tTNpoXzi,"Megham Karukatha (From ""Thiruchitrambalam"")","Dhanush, Anirudh Ravichander","Megham Karukatha (From ""Thiruchitrambalam"")",7/15/22,0.614,0.429,62,"['megham', 'karukatha', 'song', 'mp3', 'dhanush', 'download', 'songs', 'music', 'thiruchitrambalam', 'hindi']"
1hSbtbX2cVbSyBVqoYHjSj,Mainaru Vetti Katti,"Santhosh Narayanan, Anirudh Ravichander, Dhee","Mainaru Vetti Katti (From ""Dasara"") (Tamil)",3/9/23,0.559,0.872,60,"['mainaru', 'vetti', 'katti', 'dasara', 'tamil', 'song', 'mp3', 'santhosh', 'narayanan', 'download']"
5pOY1Vg2TIIbVBfR6yAg0C,Gaali Vaaluga,Anirudh Ravichander,Agnyaathavaasi,11/7/17,0.81,0.677,64,"['gaali', 'vaaluga', 'song', 'àà¾à²à', 'àµà¾à²ààà¾', 'hmmm', 'ponaaaaaaaa', 'mp3', 'nilu', 'ala']"
209pScL6fUhISxcLWkB6rf,Lokiverse - Background Score,Anirudh Ravichander,Vikram (Original Background Score),7/7/22,0.86,0.64,63,"['background', 'score', 'lokiverse', 'song', 'à²ààààµàààà', 'àªàààààààµààààà', 'àààààà', 'mp3', 'anirudh', 'ravichander']"
6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From ""Don"")","Anirudh Ravichander, Jonita Gandhi","Private Party (From ""Don"")",4/30/22,0.886,0.862,62,"['miyan', 'bade', 'chote', 'title', 'track', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
7mNQwVYgoB3mtjkjCKsbXM,Hoyna Hoyna,"Anirudh Ravichander, Inno Genga",Gang Leader (Original Motion Picture Soundtrack),9/5/19,0.727,0.713,58,"['hoyna', 'à¹ààààà¾', 'song', 'songs', 'download', 'music', 'mp3', 'anirudh', 'ravichander', 'gang']"
4NQBqInyE7zvjIiP4j1dmy,Sirikkadhey,"Anirudh Ravichander, Arjun Kanungo, Srinidhi Venkatesh",Remo (Original Motion Picture Soundtrack),9/5/16,0.629,0.632,59,"['sirikkadhey', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'remo', 'original']"
4vP3rarKvrhtcK2umoyq65,Kadhal Sadugudu,S.P. Charan,Alaipayuthey (Original Motion Picture Soundtrack),12/31/00,0.272,0.76,47,"['kadhal', 'sadugudu', 'song', 'àà¾àà²à', 'ààààààà', 'mp3', 'spcharan', 'download', 'songs', 'music']"
7AkzozQlhMtap4UReNhFKJ,Pachai Nirame,"Hariharan, Clinton",Alaipayuthey (Original Motion Picture Soundtrack),12/31/00,0.399,0.538,0,"['niramae', 'pachai', 'nirame', 'song', 'àªàààà', 'ààààà', 'kaadhalil', 'manjal', 'anbae', 'niramundu']"
3l7JaDIJmWMpvcJqhTJjrk,Hosanna,"A.R. Rahman, Vijay Prakash, Suzanne D'Mello, Blaaze",Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),1/8/10,0.812,0.582,61,"['hosanna', 'lofi', 'flip', 'song', 'à¹àààààà¾', 'à²ààà¾à', 'ààà²ààª', 'mp3', 'leon', 'dsouza']"
5KZyOG8LZsBrHjuEdNyZHa,Omana Penne,"A.R. Rahman, Benny Dayal, Kalyani Menon",Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),1/8/10,0.728,0.69,57,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0uEtUhy8xAX1fJFiqNs5sr,Kaara Aattakkaara,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Darshana K.T., Shashaa Tirupati",O Kadhal Kanmani (Original Motion Picture Soundtrack),4/7/15,0.666,0.775,50,"['kaara', 'fankaara', 'song', 'àà¾àà¾', 'àààà¾àà¾', 'mp3', 'r', 'rahman', 'download', 'songs']"
4mOmWSdTmf6fSAibGWCKp7,Mental Manadhil,"A.R. Rahman, Jonita Gandhi",O Kadhal Kanmani (Original Motion Picture Soundtrack),4/7/15,0.886,0.568,60,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6bdpj89aYEBjhpsenXAsmO,Enna Sona,"A.R. Rahman, Arijit Singh",OK Jaanu (Original Motion Picture Soundtrack),1/4/17,0.415,0.717,68,"['enna', 'sona', 'song', 'ààààà¾', 'àààà¾', 'mp3', 'r', 'rahman', 'download', 'songs']"
0iXLwnLmLwn9y54JtBTNxY,Main Agar Kahoon,"Sonu Nigam, Shreya Ghoshal",Om Shanti Om,9/18/07,0.436,0.533,65,"['hai', 'main', 'kahoon', 'agar', 'bhi', 'song', 'mein', 'ààà', 'à', 'àà']"
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,"Pritam, Mika Singh",Jab We Met,9/21/07,0.873,0.738,60,"['mauja', 'hi', 'hud', 'jag', 'mahi', 'gaya', 'oh', 'dil', 'sara', 'song']"
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"Pritam, Mohit Chauhan",Jab We Met,9/21/07,0.538,0.609,76,"['hi', 'se', 'tum', 'hai', 'na', 'song', 'ààà', 'àà', 'à¹à', 'mein']"
2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",7/30/21,0.63,0.72,70,"['raataan', 'lambiyan', 'song', 'àà¾àà¾à', 'à²ààààà¾à', 'music', 'download', 'mp3', 'shershaah', 'songs']"
43bgjI3ZddPJsu3JvNmYui,Vaa Vaathi (Dhanush Reprise Version),"G. V. Prakash, Dhanush",Vaathi,2/23/23,0.368,0.59,56,"['dhanush', 'vaathi', 'vaa', 'reprise', 'version', 'song', 'mp3', 'download', 'songs', 'music']"
0XosgadxA79fBBV6meKDAs,"Sol (From ""Ponniyin Selvan Part-1"")","A.R. Rahman, Rakshita Suresh","Sol (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]",9/6/22,0.271,0.697,0,"['ponniyin', 'selvan', 'part', '1', 'sol', 'song', 'mp3', 'r', 'rahman', 'download']"
1pean7zvZUqcWZaUucH63f,"Thaai Kelavi (From ""Thiruchitrambalam"")","Dhanush, Anirudh Ravichander","Thaai Kelavi (From ""Thiruchitrambalam"")",6/24/22,0.92,0.661,62,"['thaai', 'kelavi', 'song', 'àà¾àà', 'ààà²ààµà', 'mp3', 'dhanush', 'download', 'songs', 'music']"
5JC1RPGBMSiKlA3gniEmCW,"Thozhi (From ""Hey Sinamika"")","Govind Vasantha, Pradeep Kumar","Thozhi - From ""Hey Sinamika""",1/27/22,0.375,0.528,50,"['megham', 'hey', 'sinamika', 'song', 'mp3', 'govind', 'vasantha', 'download', 'songs', 'music']"
5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")","Anirudh Ravichander, Adithya RK","Bae (From ""Don"")",2/3/22,0.663,0.697,63,"['bae', 'song', 'àªààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'original']"
4gmZ9uup1Jl1AyzLGHdgDQ,Asku Maaro,"Dharan Kumar, K. Sivaangi",Asku Maaro,3/27/21,0.834,0.85,42,"['asku', 'maaro', 'song', 'à', 'àààà', 'àà¾àà', 'mp3', 'dharan', 'kumar', 'download']"
0t0mHozF8Xsif9w8bemh9D,"So Baby (From ""Doctor"")","Anirudh Ravichander, Ananthakrrishnan","So Baby (From ""Doctor"")",2/25/21,0.843,0.607,55,"['baby', 'song', 'àà', 'àªààªà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music']"
4dJrjWtAhEkW7VdPYSL1Ip,"Vaathi Coming (From ""Master"")","Anirudh Ravichander, Gana Balachandar","Vaathi Coming (From ""Master"")",3/10/20,0.947,0.649,55,"['vaathi', 'coming', 'song', 'àµà¾àààà', 'ààààààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From ""Soorarai Pottru"")","G. V. Prakash, Dhee","Kaattu Payale (From ""Soorarai Pottru"")",7/23/20,0.631,0.7,52,"['kaattu', 'payale', 'song', 'àà¾àààà', 'àªàà²à', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
0qvoxfYodIfe14gaidhnsV,Andha Kanna Paathaakaa,"Anirudh Ravichander, Yuvan Shankar Raja",Master (Original Motion Picture Soundtrack),3/16/20,0.86,0.747,58,"['andha', 'kanna', 'paathaakaa', 'song', 'à', 'ààà', 'àààà', 'àªà¾àààà¾àààà¾', 'songs', 'download']"
5KAIBGTYKIYQ0OsSvUDQdU,Kadhal Psycho,"Anirudh Ravichander, Dhvani Bhanushali, Tanishk Bagchi",Saaho,8/28/19,0.75,0.904,43,"['saiyaan', 'main', 'psycho', 'song', 'tera', 'àà¾ààà', 'àààà¾à', 'ko', 'dabi', 'gayi']"
09Z6o1yu596HJAwWZxTz4m,Othaiyadi Pathayila,"Dhibu Ninan Thomas, Anirudh Ravichander",Kanaa (Original Motion Picture Soundtrack),8/23/18,0.615,0.713,63,"['song', 'othaiyadi', 'paathaiyila', 'àààààààà', 'àªà¾ààààà²à', 'download', 'mp3', 'movie', 'music', 'songs']"
612T2qs3Xaj72F8M0bj9gL,"Marana Mass - From ""Petta""","Anirudh Ravichander, S. P. Balasubrahmanyam","Marana Mass (From ""Petta"")",12/7/18,0.872,0.481,46,"['marana', 'mass', 'song', 'mp3', 'anirudh', 'ravichander', 'petta', 'download', 'songs', 'music']"
0Tm5ER6IrGfmW0yZ5lkQli,Rowdy Baby,"Yuvan Shankar Raja, Dhanush, Dhee",Rowdy Baby (From 'Maari 2' Original Motion Picture Soundtrack),11/28/18,0.702,0.67,0,"['baby', 'rowdy', 'naa', 'song', 'nee', 'hey', 'ye', 'download', 'mp3', 'take']"
74IE3QmRR07So8TE0320Oa,Mazhai Kuruvi,A.R. Rahman,Mazhai Kuruvi,9/5/18,0.474,0.773,52,"['mazhai', 'kuruvi', 'song', 'ààà', 'àààààµà', 'mp3', 'r', 'rahman', 'download', 'songs']"
0SOAuohGmdPWKnBxGiwJkn,"The Karma Theme - From ""U Turn""",Anirudh Ravichander,"The Karma Theme (From ""U Turn"")",9/3/18,0.865,0.58,38,"['karma', 'theme', 'u', 'turn', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
00DMv3gdOFGDBFZ0WuvtXn,Visiri,"Darbuka Siva, Sid Sriram, Shashaa Tirupati",Visiri (From 'Enai Noki Paayum Thota'),1/1/18,0.347,0.585,0,"['visiri', 'nee', 'song', 'naan', 'en', 'mp3', 'dhaan', 'poongaatre', 'veesaathe', 'sid']"
0PZmd2nRD30Yq6ZutVUq0F,Ulaviravu,Karthik,Ulaviravu (From 'Ondraga Originals'),2/14/18,0.432,0.739,0,"['ulaviravu', 'song', 'mp3', 'karthik', 'download', 'songs', 'music', 'ondraga', 'originals', 'hindi']"
2ZppB7cqsWeEdJgU1TgXxK,Sita Kalyanam,"Renuka Arun, Sooraj S. Kurup",Solo (Original Motion Picture Soundtrack),8/22/17,0.451,0.507,57,"['sita', 'kalyanam', 'song', 'ààµà', 'àà²àµàà¾àà', 'radha', 'ragasiya', 'need', 'kalyana', 'vaibhogame']"
3xVtrBHl1fxYGouE16ep59,Ne Ne Nani Ne,"M. M. Keeravani, Deepu, G Sahithi",Eega (Original Motion Picture Soundtrack),4/28/12,0.361,0.66,50,"['ne', 'nani', 'song', 'mp3', 'deepu', 'download', 'songs', 'music', 'eega', 'original']"
7f9ZoM3NDTEv7kOUYpjs3U,"Azhagiye (From ""Kaatru Veliyidai"")","A.R. Rahman, Arjun Chandy, Haricharan, Jonita Gandhi","Azhagiye (From ""Kaatru Veliyidai"")",2/2/17,0.458,0.681,39,"['azhagiye', 'kaatru', 'veliyidai', 'song', 'à', 'ààààà', 'ààªàààà', 'àà¾àààà', 'àµàà³ààààà', 'mp3']"
2TsPvlFsqQxWZP9WCze9jh,Rasaali,"A.R.Rahman,Sathya Prakash,Shashaa Tirupati",Rasaali (From Achcham Yenbadhu Madamaiyada) - Single,5/27/16,0.543,0.705,0,"['yaar', 'rasaali', 'song', 'panthayama', 'muthalil', 'oru', 'raasaaliye', 'ninnukkøri', 'mp3', 'nee']"
3EmdhTr1gVPmi6lEwsWedm,Raangu,"G. V. Prakash, T.Rajender, Sonu Kakkar",Theri (Original Motion Picture Soundtrack),3/21/16,0.693,0.747,34,"['song', 'hindi', 'lucky', 'baskhar', 'title', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
5qUUHbdBGrTdYVJdU203tH,Thangamey,Anirudh Ravichander,Thangamey (From Naanum Rowdy Dhaan) (Single),9/23/15,0.906,0.584,0,"['thangamey', 'song', 'àààààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'naanum']"
4nSwWiwtieiNmRAjy9fEXN,Kannala Kannala - The Melting Point of Love,"Hiphop Tamizha, Kaushik Krish, Padmalatha",Thani Oruvan (Original Motion Picture Soundtrack),7/22/15,0.776,0.593,64,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
2kbxGCtWSV0f1ON720Bd4O,Don'u Don'u Don'u - The Don's Romance,"Anirudh Ravichander, Alisha Thomas",Maari (Original Motion Picture Soundtrack),6/7/15,0.82,0.776,59,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0Ps7lWZdj1NAuyAVumclyC,Adhaaru Adhaaru,"Harris Jayaraj, Vijay Prakash, Gana Bala",Yennai Arindhaal (Original Motion Picture Soundtrack),1/4/15,0.898,0.694,57,"['adhaaru', 'à', 'àà¾àà', 'song', 'mp3', 'harris', 'jayaraj', 'download', 'songs', 'music']"
2M8ic65G0VLkS6nEY53Uex,Kadhal Cricket - Love (Not Out),"Hiphop Tamizha, Kharesma Ravichandran",Thani Oruvan (Original Motion Picture Soundtrack),7/22/15,0.764,0.624,55,"['kadhal', 'cricket', 'love', 'song', 'àà¾àà²à', 'àààààààààà', 'à²àµà', 'àà¾àà', 'à', 'àµààà']"
0NlKDGqNJ1is6V8eLBhj7S,"Selfie Pulla (From ""Kaththi"")","Vijay, Sunidhi Chauhan",Kaththi (Original Motion Picture Soundtrack),9/18/14,0.956,0.714,0,"['selfie', 'pulla', 'song', 'ààà²àààªà', 'àªàà²àà²à¾', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
7xV3MCJ6YI3K4I6Jt1a9H7,Osaka Osaka,"Anirudh Ravichander, Pragathi, Madhan Karky",Vanakkam Chennai (Original Motion Picture Soundtrack),7/31/13,0.613,0.283,55,"['osaka', 'ààà', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'vanakkam']"
