id,name,artists,album,release_date,energy,danceability,popularity,keywords
0duvVrOTLCnbx2sDX8ubq5,Akhiyan,Rahat Fateh Ali Khan,Mirza The Untold Story,4/6/12,0.901,0.679,52,"['fateh', 'ali', 'khan', 'rahat', 'music', 'songs', 'nbsp', 'awards', 'bollywood', 'download']"
1niVgR76UPobOED5cXfADq,Mera Mann Kehne Laga,Falak Shabbir,Nautanki Saala !,2/25/13,0.444,0.46,54,"['mera', 'mann', 'kehne', 'laga', 'song', 'àààà¾', 'àà', 'àà¹àà', 'à²àà¾', 'hai']"
6riCsiX9csuomBYnenrtGd,Saadi Galli Aaja,"Rochak Kohli, Ayushmann Khurrana, Neeti Mohan",Nautanki Saala !,2/25/13,0.836,0.739,60,"['aaja', 'saadi', 'galli', 'song', 'hokah', 'marda', 'phiran', 'waliye', 'tenu', 'ho']"
3BBslCw87ODOwkfu7QMUug,Mere Nishaan,"Kailash Kher, Meet Bros Anjjan",Oh My God,8/24/12,0.524,0.586,52,"['meet', 'bros', 'anjjan', 'music', 'cafe', 'songs', 'album', 'download', 'hindi', 'released']"
7a77VY7mjvK6EiaBeOosmk,Ok Jaanu Title Track,"A.R. Rahman, Srinidhi Venkatesh",OK Jaanu (Original Motion Picture Soundtrack),1/4/17,0.887,0.598,48,"['ok', 'jaanu', 'title', 'track', 'song', 'ààà', 'àà¾àà', 'àà¾ààà²', 'ààààà', 'mp3']"
2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,"Pritam, Javed Bashir",Once Upon Ay Time In Mumbai Dobaara !,7/22/13,0.798,0.578,72,"['àààà¾', 'tune', 'ye', 'kya', 'kiya', 'main', 'hai', 'hoon', 'song', 'àà']"
5pQODzb8j3xMQ1qvrQXJvo,Laung Da Lashkara,"Mahalakshmi Iyer, Hard Kaur, Jassi",Patiala House,1/7/11,0.74,0.841,62,"['oh', 'lashkara', 'baby', 'da', 'dil', 'tera', 'se', 'yeh', 'laung', 'song']"
6wsMVa2M6Ktea2UbnVoMvO,Kyun Main Jaagoon,Shafqat Amanat Ali,Patiala House,1/7/11,0.298,0.567,57,"['kyun', 'main', 'hai', 'jaagoon', 'song', 'ààààà', 'ààà', 'àà¾ààà', 'se', 'mp3']"
1yYM7dY6wSJFp5qmxPRLu1,Main Rang Sharbaton Ka,"Atif Aslam, Chinmayi Sripaada, Pritam",Phata Poster Nikhla Hero - Original Motion Picture Soundtrack,9/20/13,0.631,0.631,65,"['ka', 'main', 'rang', 'sharbaton', 'ààà', 'tu', 'song', 'meethe', 'ghaat', 'paani']"
20rwogC6aE369YsxFb5aRp,Din Shagna Da,Jasleen Royal,Phillauri,3/6/17,0.452,0.583,54,"['din', 'shagna', 'da', 'dholna', 'song', 'ààà', 'àààà¾', 'àà¾', 'sajna', 'ni']"
2qJAzSE6uC94oH2NRoPrGl,London Thumakda,"Labh Janjua, Sonu Kakkar, Neha Kakkar",Queen,2/4/14,0.718,0.835,60,"['thumakda', 'london', 'oye', 'song', 'à²ààà', 'à', 'ààààà¾', 'tu', 'di', 'oh']"
22EimU5vjrNYV9A3aIGqso,O Gujariya,"Shefali Alvares, Nikhil D'Souza",Queen,2/4/14,0.858,0.612,52,"['gujariya', 'hai', 'song', 'kya', 'show', 'party', 'yeh', 'mp3', 'gujariyao', 'ek']"
6bjYZmUWCJB16wNEeuZ3Tl,Taake Jhanke,Arijit Singh,Queen,2/4/14,0.558,0.656,45,"['taake', 'jhanke', 'song', 'àà¾àà', 'àààà', 'mp3', 'arijit', 'singh', 'download', 'songs']"
665b3Nss3OQmhTUdB5hBXw,Bheegi Si Bhaagi Si,"Pritam, Mohit Chauhan, Antara Mitra",Raajneeti (Original Motion Picture Soundtrack),5/12/10,0.867,0.564,61,"['si', 'bheegi', 'bhaagi', 'lofi', 'flip', 'song', 'mp3', 'kedrock', 'sd', 'style']"
48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,"Arijit Singh, Aditi Singh Sharma",Roy,1/9/15,0.75,0.616,66,"['dooba', 'yaaron', 'sooraj', 'ke', 'hain', 'song', 'hai', 'ho', 'ki', 'bhula']"
4brSaQIT3bnnE41D042fgL,Tu Hai Ki Nahi,Ankit Tiwari,Roy,1/9/15,0.754,0.535,67,"['tu', 'hai', 'ki', 'nahi', 'àà', 'song', 'à¹à', 'àà¹àà', 'mp3', 'main']"
2rSCesM8QQvGjvkJg3xsOS,Sooraj Dooba Hain,"Aditi Singh Sharma, Arijit Singh",Roy,1/9/15,0.774,0.607,47,"['dooba', 'yaaron', 'sooraj', 'ke', 'hain', 'song', 'hai', 'ho', 'ki', 'bhula']"
4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,"Pritam, Benny Dayal, Shefali Alvares",Yeh Jawaani Hai Deewani,3/30/13,0.932,0.806,66,"['dil', 'badtameez', 'na', 'hai', 'maane', 'jaane', 'song', 'àààààà', 'ààà²', 'ke']"
5cgKosPPj5Cs9a2JQufUc1,Ilahi,"Pritam, Arijit Singh",Yeh Jawaani Hai Deewani,3/30/13,0.967,0.593,68,"['ilahi', 'aaye', 'song', 'mera', 'jee', 'pe', 'na', 'mp3', 'si', 'da']"
3W1XPf7mvuQcWQB7U7MbTM,Dilliwaali Girlfriend,"Pritam, Arijit Singh, Sunidhi Chauhan",Yeh Jawaani Hai Deewani,3/30/13,0.941,0.687,64,"['ke', 'girlfriend', 'dilliwaali', 'song', 'ààà²àà²ààµà¾à²à', 'àààà²àààààà', 'aaya', 'hi', 'tere', 'chhod']"
0GQngE2rOYvlKwEQjTAsP8,Subhanallah,"Pritam, Sreeram, Shilpa Rao",Yeh Jawaani Hai Deewani,3/30/13,0.493,0.302,72,"['subhanallah', 'hai', 'song', 'àààà¾àà', 'à²àà²à¾à¹', 'jo', 'meri', 'se', 'mp3', 'zara']"
7CDP4uXu6mkBDzaTOx9yTS,Aadat Se Majboor,"Salim–Sulaiman, Benny Dayal, Amitabh Bhattacharya",Ladies Vs Ricky Bahl,9/11/11,0.629,0.836,58,"['se', 'aadat', 'majboor', 'main', 'hoon', 'ladies', 'song', 'ààà', 'àà', 'ààààà']"
1opxtm6zIv7IF19S0eCtvV,Thug Le,"Salim–Sulaiman, Vishal Dadlani, Shweta Pandit, Amitabh Bhattacharya",Ladies Vs Ricky Bahl,9/11/11,0.788,0.768,60,"['à', 'thug', 'le', 'ladies', 'vs', 'ricky', 'bahl', 'song', 'à²à', 'ààààà']"
2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,"Kailash Kher, Paresh Kamath, Naresh Kamath",Jhoomo Re,6/3/11,0.562,0.473,69,"['saiyyan', 'song', 'àààà¾à', 'mp3', 'kailash', 'kher', 'download', 'songs', 'music', 'teri']"
4yMbbysldl7E3WgiaugnwM,Bekhayali,Sachet Tandon,Kabir Singh,6/14/19,0.582,0.296,59,"['bekhayali', 'song', 'hai', 'mein', 'ààààà¾à²à', 'ye', 'aaye', 'kyun', 'ki', 'bhi']"
5w0Xpt2YHT2Y3z3e4UUJP7,Kaise Hua,Vishal Mishra,Kabir Singh,6/14/19,0.467,0.37,67,"['kaise', 'hua', 'song', 'hai', 'tu', 'itna', 'zaroori', 'mp3', 'meri', 'main']"
5QtEFRYavs5S3GHtFEq7A4,Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,6/14/19,0.397,0.395,65,"['tujhe', 'kitna', 'lage', 'chahne', 'song', 'hum', 'tere', 'ho', 'singh', 'na']"
7sJQv0LRPgM2xCkkdWOlyj,Mere Sohneya,"Sachet Tandon, Parampara Tandon",Kabir Singh,6/14/19,0.643,0.376,63,"['sohneya', 'mere', 'song', 'mera', 'àààà', 'ààààà¾', 'kitthe', 'naiyo', 'dil', 'lagna']"
3oWxFNsXstcancCR1wODR4,Tera Ban Jaunga,"Akhil Sachdeva, Tulsi Kumar",Kabir Singh,6/14/19,0.53,0.605,67,"['tera', 'ban', 'jaunga', 'main', 'song', 'na', 'àààà¾', 'àà', 'àà¾àààà¾', 'hai']"
0ojpEubhy4JNeVftmVuiN7,Pehla Pyaar,"Vishal Mishra, Armaan Malik",Kabir Singh,6/14/19,0.713,0.607,71,"['hai', 'tumse', 'pyaar', 'hi', 'tu', 'song', 'meri', 'ààààà', 'àªààà¾à', 'à¹à']"
6g0HHWLJwfe2PlbgHi8pBj,Be Intehaan,"Atif Aslam, Sunidhi Chauhan, Pritam",Race 2 (Original Motion Picture Soundtrack),1/25/12,0.696,0.56,58,"['intehaan', 'song', 'yun', 'na', 'beintehaan', 'rahe', 'le', 'mp3', 'suno', 'teri']"
71s7tZo8OGlN3VXyURWLUr,Make Some Noise For The Desi Boyz,"Pritam, KK, Bob",Desi Boyz,10/21/11,0.954,0.692,65,"['boyz', 'desi', 'make', 'noise', 'jamm', 'ke', 'song', 'hai', 'dil', 'hum']"
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,"Pritam, Mika Singh, Shefali Alvares",Desi Boyz,10/21/11,0.9,0.727,67,"['de', 'na', 'hero', 'hone', 'subha', 'tu', 'song', 'mera', 'àààà¹', 'à¹ààà']"
7pTYN6Gxy3MOibdXmkzc5V,Jhak Maar Ke,"Pritam, Neeraj Shridhar, Harshdeep Kaur",Desi Boyz,10/21/11,0.904,0.8,60,"['ke', 'maar', 'àà', 'jhak', 'na', 'pichhe', 'song', 'ki', 'àà¾à', 'galti']"
68RveqIjrkOeBbEGL67GgA,Allah Maaf Kare,"Pritam, Sonu Nigam, Shilpa Rao",Desi Boyz,10/21/11,0.792,0.664,59,"['allah', 'maaf', 'kare', 'gayi', 'ho', 'hoon', 'tauba', 'song', 'mein', 'à']"
5f82cj8Bkl0mTsqAZiJkp1,Tu Mera Hero,"Pritam, Mika Singh, Shefali Alvares",Desi Boyz,10/21/11,0.907,0.71,55,"['hero', 'oo', 'mera', 'tu', 'na', 'de', 'song', 'àà', 'àààà¾', 'à¹ààà']"
1vSXwYeKnzsVvekSpqVabx,Chikni Chameli,"Ajay-Atul, Shreya Ghoshal",Agneepath (Original Motion Picture Soundtrack),12/16/11,0.956,0.693,65,"['chikni', 'chameli', 'song', 'ààààà', 'àààà²à', 'mp3', 'shreya', 'ghoshal', 'download', 'songs']"
1sL8hnnZaB2Xzm1J66y4Tt,O Saiyyan,"Ajay-Atul, Roop Kumar Rathod",Agneepath (Original Motion Picture Soundtrack),12/16/11,0.461,0.315,54,"['music', 'songs', 'available', 'hindi', 'english', 'bollywood', 'regional', '34', 'k', 'followers']"
6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",Tees Maar Khan,11/15/10,0.859,0.803,66,"['sheila', 'ki', 'jawani', 'na', 'song', 'main', 'tere', 'aani', 'name', 'gon']"
3MzNYNwL7I4dhG4sa1VkK1,Dil Dhadakne Do,"Priyanka Chopra, Farhan Akhtar",Dil Dhadakne Do,5/2/15,0.881,0.683,42,"['dil', 'dhadakne', 'song', 'hai', 'ààà²', 'ààà¼ààà', 'àà', 'ho', 'jo', 'hi']"
7hNYvX0qAKrxtVr1jGDmvR,Gallan Goodiyaan,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",Dil Dhadakne Do,5/2/15,0.858,0.83,65,"['ye', 'gallan', 'hai', 'dhakdhak', 'chhan', 'goodiyaan', 'song', 'dil', 'na', 'main']"
4kaLkst9lT3sQ5Crgxs3ic,Pani Da Rang - Male Vocals,Ayushmann Khurrana,Vicky Donor (Original Motion Picture Soundtrack),4/9/12,0.618,0.441,69,"['da', 'rang', 'rul', 'de', 'pani', 'ankhiyanch', 'ke', 'song', 'àªà¾àà', 'àà¾']"
6o1o5SVSqVPLKAnZxRQz4x,Manja,Amit Trivedi,Kai Po Che (Original Motion Picture Soundtrack),2/1/13,0.471,0.772,50,"['manja', 'song', 'àààà¾', 'mp3', 'amit', 'trivedi', 'download', 'songs', 'music', 'kai']"
6qGCJLF0V7SuHTOOGUcDsv,Shubhaarambh,"Amit Trivedi, Shruti Pathak, Divya Kumar",Kai Po Che (Original Motion Picture Soundtrack),2/1/13,0.551,0.484,55,"['shubhaarambh', 'song', 'àààà¾ààà', 'mp3', 'divya', 'kumar', 'download', 'songs', 'music', 'kai']"
5AhxzlhZbKYfu4YNiUnmvx,Jiya Lage Na,"Sona Mohapatra, Ravindra Upadhyay",Talaash,10/18/12,0.601,0.48,47,"['jiya', 'lage', 'na', 'song', 'àààà¾', 'à²àà', 'àà¾', 'hai', 'jo', 'naa']"
2XuP5uP8xloYNXtKY0uQEx,Aa Bhi Jaa Sanam,Atif Aslam,Prince - Original Motion Picture Soundtrack,4/9/10,0.68,0.533,48,"['aa', 'bhi', 'jaa', 'sanam', 'lofi', 'mix', 'song', 'mp3', 'atif', 'aslam']"
1tnUbj8AI3PvxZNQZRTZmB,O Mere Khuda,"Atif Aslam, Garima Jhingon",Prince - Original Motion Picture Soundtrack,4/9/10,0.912,0.658,46,"['mere', 'khuda', 'hua', 'song', 'à', 'àààà', 'àààà¾', 'mein', 'dil', 'fida']"
0fCQRUbk8LIQTdQYGNtGyv,Tere Liye,"Atif Aslam, Shreya Ghoshal",Prince - Original Motion Picture Soundtrack,4/9/10,0.906,0.624,63,"['tere', 'liye', 'song', 'main', 'bheegi', 'tu', 'ke', 'mein', 'jaagi', 'jhoomu']"
0qQ4IdhjzNr0gJhdMTf2n3,"O Maahi (From ""Dunki"")","Pritam, Arijit Singh, Irshad Kamil","O Maahi (From ""Dunki"")",12/11/23,0.669,0.616,74,"['maahi', 'oh', 'song', 'à', 'àà¾à¹à', 'tera', 'pe', 'hua', 'ho', 'mera']"
1nvvaiJbrhCkM3Az74N1pM,Ranjha - Sid X Kiara Version,"Jasleen Royal, Prerna Arora, Ashwani Basoya",Ranjha (Sid X Kiara Version),2/20/23,0.452,0.306,61,"['ranjha', 'sid', 'x', 'kiara', 'version', 'song', 'mp3', 'jasleen', 'royal', 'download']"
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",10/27/23,0.405,0.273,79,"['satranga', 'yeh', 'hai', 'mein', 'ishq', 'song', 'animal', 'aur', 'mp3', 'tera']"
5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",Heeriye (feat. Arijit Singh),7/25/23,0.494,0.728,78,"['heeriye', 'feat', 'arijit', 'singh', 'song', 'mp3', 'jasleen', 'royal', 'download', 'songs']"
1J9vyEntJ79CppvgUxJs75,Zaalima,"Arijit Singh, Harshdeep Kaur",Raees (Original Motion Picture Soundtrack),1/24/17,0.898,0.487,68,"['zaalima', 'song', 'àà¼à¾à²ààà¾', 'mp3', 'arijit', 'singh', 'download', 'songs', 'music', 'raees']"
5bQ6oDLqvw8tywmnSmwEyL,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack),11/22/22,0.562,0.586,74,"['apna', 'bana', 'le', 'song', 'mp3', 'sachinjigar', 'download', 'songs', 'music', 'bhediya']"
2e4vEkdm8h8mNnGHSBfTMT,Ve Kamleya,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),5/15/24,0.658,0.468,62,"['rocky', 'aur', 'rani', 'kii', 'prem', 'kahaani', 'kamleya', 'song', 'mp3', 'pritam']"
7G5wpuR61ABrT7R1snos7C,Kalank - Title Track,"Pritam, Arijit Singh",Kalank (Original Motion Picture Soundtrack),4/14/19,0.55,0.57,70,"['kalank', 'title', 'track', 'song', 'mp3', 'pritam', 'download', 'songs', 'music', 'hindi']"
501GTOCFhRQlPqPANxhgHW,Saregama Carvaan Medley,"Pritam, Shashwat Singh, Jonita Gandhi, Anand Bakshi, Santosh Anand",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),5/15/24,0.626,0.389,40,"['rocky', 'aur', 'rani', 'kii', 'prem', 'kahaani', 'saregama', 'carvaan', 'medley', 'song']"
49lSJjrq7Uy9wIBmIl8UOQ,Vida Karo,"Arijit Singh, Jonita Gandhi, Irshad Kamil",Amar Singh Chamkila (Original Motion Picture Soundtrack),3/29/24,0.197,0.304,48,"['vida', 'karo', 'song', 'mainu', 'singh', 'mp3', 'ji', 'mere', 'tum', 'arijit']"
72CkpVdvmc8t28o8I9N32J,Tere Sang Yaara,"Atif Aslam, Manoj Muntashir",Rustom (Original Motion Picture Soundtrack),7/15/16,0.551,0.42,69,"['tere', 'sang', 'yaara', 'hai', 'song', 'main', 'àààà', 'ààà', 'àà¾àà¾', 'tu']"
276OSoX4vez6UtPF8TGWav,Ve Maahi,"Arijit Singh, Asees Kaur, Tanishk Bagchi",Kesari (Original Motion Picture Soundtrack),3/18/19,0.551,0.651,66,"['fukrey', 'song', 'mp3', 'tanishk', 'bagchi', 'hindi', 'download', 'songs', '2024', 'music']"
0Qo75eJMY72e5IQJt0Dz9z,"Ruaan (From ""Tiger 3"")","Pritam, Arijit Singh, Irshad Kamil","Ruaan (From ""Tiger 3"")",11/6/23,0.655,0.411,64,"['ruaan', 'tiger', '3', 'song', 'mp3', 'pritam', 'download', 'songs', 'music', 'hindi']"
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",7/17/22,0.574,0.577,72,"['kesariya', 'rangu', 'brahmastra', 'kannada', 'song', 'mp3', 'pritam', 'download', 'songs', 'music']"
2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",5/31/19,0.396,0.427,77,"['àààà', 'remix', 'ààààààà', 'tujhe', 'kitna', 'chahne', 'lage', 'dj', 'chetas', 'song']"
0FeJltV3BtqpyQZ0hv49oi,Bulleya - Reprise,"Pritam, Arijit Singh, Shilpa Rao",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],10/26/16,0.787,0.533,62,"['bulleya', 'reprise', 'deluxe', 'edition', 'song', 'mp3', 'pritam', 'download', 'songs', 'music']"
5kSB8dNjKnoIF8yiS5JK3s,"Tum Kya Mile, Pt. 1","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),5/15/24,0.697,0.448,39,"['rocky', 'aur', 'rani', 'kii', 'prem', 'kahaani', 'tum', 'kya', 'mile', 'song']"
018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")","Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")",1/22/20,0.456,0.487,63,"['aaj', 'kal', 'shayad', 'song', 'mp3', 'pritam', 'download', 'songs', 'music', 'love']"
0CVfovmUv7BnemOyTtOcbL,Sanam Re,"Mithoon, Arijit Singh",Sanam Re,1/4/16,0.71,0.581,66,"['sanam', 'song', 'hua', 'mera', 'tu', 'karam', 'hi', 'hai', 'bollywood', 'songs']"
3GrCQPpKqKzOcKfMAoqn82,"Bolna (From ""Kapoor & Sons (Since 1921)"")","Tanishk Bagchi, Arijit Singh, Asees Kaur","Bolna (From ""Kapoor & Sons (Since 1921)"")",3/4/16,0.403,0.488,68,"['1921', 'bolna', 'kapoor', 'sons', 'since', 'song', 'ààà²àà¾', 'ààààà', 'ààªàà', 'ààà']"
3bQjDr2hk7OPXCNaQDKda2,"Chahun Main Ya Naa (From ""Aashiqui 2"")","Palak Muchhal, Arijit Singh",Arijit Singh Broken Strings,4/24/19,0.517,0.645,46,"['naa', 'main', 'ya', 'chahun', 'de', 'tu', 'mujhko', 'mein', 'song', 'dil']"
3MVPReTwLNOBFb6KjiIRNM,Kabhi Jo Baadal Barse,Arijit Singh,Jackpot,10/29/13,0.449,0.451,61,"['kabhi', 'jo', 'barse', 'baadal', 'main', 'song', 'loon', 'ààà', 'àà', 'àà¾àà²']"
2sryZMs4aLRCLbXiOl69lP,Main Rang Sharbaton Ka - Reprise,"Arijit Singh, Pritam",Phata Poster Nikhla Hero - Original Motion Picture Soundtrack,9/20/13,0.576,0.637,54,"['ka', 'main', 'rang', 'sharbaton', 'tu', 'reprise', 'song', 'meethe', 'paani', 'baat']"
0czcoKJbJt08NqKrvSbbz7,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","Pritam, Arijit Singh, Amitabh Bhattacharya","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",3/4/23,0.418,0.582,69,"['bedardeya', 'tu', 'jhoothi', 'main', 'makkaar', 'song', 'mp3', 'music', 'arijit', 'singh']"
1juJ3mwsFerctbngtK42G4,Saware,"Pritam, Arijit Singh",Phantom,7/31/15,0.683,0.499,62,"['saware', 'song', 'na', 'hua', 'sanware', 'sun', 'bairiya', 'mp3', 'humaara', 'ka']"
4LO5DjN6Tp3UkUvgESuy2t,Samjhawan,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),6/19/14,0.482,0.65,63,"['humpty', 'sharma', 'ki', 'dulhania', 'samjhawan', 'unplugged', 'alia', 'bhatt', 'song', 'àààà¾àµà¾à']"
7iLA6PQeQWRjLDHOJgGpj5,"Gerua (From ""Dilwale"")","Pritam, Arijit Singh, Antara Mitra",Dilwale (Original Motion Picture Soundtrack),11/17/15,0.668,0.371,61,"['song', 'gerua', 'mp3', 'arijit', 'singh', 'dilwale', 'download', 'songs', 'music', 'ààààà']"
4km0RUkMMFdx8iDuq36o2w,Janam Janam,"Pritam, Arijit Singh, Antara Mitra",Dilwale (Original Motion Picture Soundtrack),11/17/15,0.581,0.301,66,"['janam', 'song', 'mp3', 'arijit', 'singh', 'download', 'songs', 'music', 'ààà', 'dilwale']"
5QVHNa0ppJUOoqSd36ovQS,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh, B Praak, Jaani","Pachtaoge (From ""Jaani Ve"")",8/23/19,0.691,0.515,62,"['oh', 'besharam', 'bewaffa', 'ààààà', 'jaani', 'tera', 'ae', 'haal', 'song', 'ki']"
0rHlfhO0oh1klqPfr7ZUd2,Satranga,"Arijit Singh, Shreyas Puranik, Siddharth - Garima",ANIMAL,11/24/23,0.405,0.273,59,"['satranga', 'yeh', 'hai', 'mein', 'ishq', 'song', 'animal', 'aur', 'mp3', 'tera']"
0Jiaz0O4AqnJICa9PxHhaR,Mahiye Jinna Sohna,Darshan Raval,Dard,8/9/23,0.54,0.567,69,"['mahiye', 'jinna', 'sohna', 'song', 'mp3', 'darshan', 'raval', 'download', 'songs', 'music']"
0RrR3wg4ezBVwm7lyeybir,Suno- Na Sangemarmar,Arijit Singh,Youngistaan,3/5/14,0.563,0.658,4,"['suno', 'na', 'sangemarmar', 'song', 'yeh', 'se', 'hai', 'bhi', 'mp3', 'ki']"
0645eBDehHcqfiF15hscQV,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",3/17/23,0.444,0.578,77,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
75DRLUnnltzSyuTJ7onxmW,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Tere Vaaste (From ""Zara Hatke Zara Bachke"") - Single",5/22/23,0.717,0.762,59,"['zara', 'tere', 'hatke', 'bachke', 'laaunga', 'vaaste', 'song', 'hmm', 'janaabeaali', 'se']"
5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,"Vishal-Shekhar, Atif Aslam, Irshad Kamil",Tiger Zinda Hai,12/12/17,0.64,0.716,66,"['dil', 'diyan', 'gallan', 'ke', 'song', 'naal', 'akh', 'beh', 'tu', 'naale']"
3jtKSUiVDowKNBqVQbWaig,Iktara,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",Wake Up Sid (Original Motion Picture Soundtrack),8/21/09,0.525,0.616,49,"['iktara', 'lofi', 'flip', 'song', 'àààà¾àà¾', 'à²ààà¾à', 'ààà²ààª', 'mp3', 'kavita', 'seth']"
5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,KK,Om Shanti Om,9/18/07,0.438,0.697,66,"['àà', 'om', 'ajab', 'si', 'shanti', 'song', 'à', 'ààààà', 'àà¾ààà', 'mp3']"
7pBcon5GqvUfn58HRfF8wv,,,,0000,0.558,0.386,0,"['songs', 'music', 'playlist', 'àààà', 'àªààà¾àà', 'àµààààà¾àµà', 'trip', 'vrindavan', 'hindi', 'gaanacom']"
7qR3Wm4hkhZC9wB8eLxyr8,"Jeena Jeena (From ""Badlapur"")",Atif Aslam,Badlapur (Original Motion Picture Soundtrack),2/12/15,0.318,0.677,0,"['jeena', 'àààà¾', 'song', 'humdum', 'hain', 'seekha', 'maine', 'mere', 'tere', 'haan']"
3jyqXdAjwqO3gFtjnYrbq9,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","Darshan Raval, Rochak Kohli","Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"") - Single",1/8/19,0.604,0.537,53,"['ek', 'aisa', 'ko', 'ladki', 'dekha', 'toh', 'laga', 'title', 'track', 'song']"
077SVSWuifvbBbkPMPP5kw,"Be Intehaan (From ""Race 2"")","Atif Aslam, Sunidhi Chauhan","Be Intehaan (From ""Race 2"")",12/8/12,0.696,0.559,0,"['intehaan', 'song', 'yun', 'na', 'beintehaan', 'rahe', 'le', 'mp3', 'suno', 'teri']"
2Rr8j88wr7SAYSwuekTJgx,"Sab Tera (From ""Baaghi"")","Armaan Malik, Shraddha Kapoor",2016 Shining Star - Armaan Malik,12/30/16,0.641,0.502,52,"['tera', 'sab', 'song', 'hoon', 'hai', 'toh', 'main', 'mein', 'kuch', 'mp3']"
1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",5/24/19,0.585,0.308,69,"['bekhayali', 'song', 'hai', 'mein', 'ààààà¾à²à', 'ye', 'aaye', 'kyun', 'ki', 'bhi']"
3jJ5HgLRNydtLRghjWVaCG,Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",Yeh Jawaani Hai Deewani,3/30/13,0.612,0.611,62,"['kabira', 'encore', 'song', 'ààààà¾', 'ààààà', 'teri', 'maan', 'na', 'kaisi', 'khudgarzi']"
5NdVbWjNxxzv3SMxtINLu2,"Nai Lagda (From ""Notebook"")","Vishal Mishra, Asees Kaur","Nai Lagda (From ""Notebook"")",2/28/19,0.548,0.514,60,"['lagda', 'nai', 'jee', 'nahi', 'song', 'àà', 'à²ààà¾', 'ki', 'mera', 'tujh']"
2si0ZNx4yRbggTvrIom8A2,Paniyon Sa,"Rochak Kohli, Atif Aslam, Tulsi Kumar","Paniyon Sa (From ""Satyameva Jayate"")",7/12/18,0.768,0.523,68,"['sa', 'paniyon', 'song', 'tere', 'rahun', 'baadlon', 'ki', 'mp3', 'tu', 'main']"
4FeczSomVWVyU4FW7xDeAI,Tere Bina,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",Guru (Original Motion Picture Soundtrack),9/11/06,0.7,0.744,68,"['tere', 'binaâ', 'song', 'mp3', 'qadir', 'khan', 'download', 'songs', 'music', 'guru']"
